Team_1,Team_2,Map1_Team1_Score,Map1_Team2_Score,Map2_Team1_Score,Map2_Team2_Score,Map3_Team1_Score,Map3_Team2_Score,winner
KOVA,Juggernauts,16,11,16,10,0,0,KOVA
NAVI Junior,Copenhagen Flames,5,16,6,16,0,0,Copenhagen Flames
OFFSET,Espada,2,16,13,16,0,0,Espada
Copenhagen Flames,ARCY,16,10,16,11,0,0,Copenhagen Flames
Airborne,Ground Zero,16,12,16,11,0,0,Airborne
Renegades,Paradox,16,3,16,9,0,0,Renegades
ORDER,AVANT,16,5,16,7,0,0,ORDER
ex-Genuine,PC419,16,4,16,3,0,0,ex-Genuine
Ground Zero,Paradox,16,19,16,9,13,16,Paradox
Renegades,Airborne,16,10,16,11,0,0,Renegades
PC419,AVANT,10,16,12,16,0,0,AVANT
ORDER,ex-Genuine,16,11,16,6,0,0,ORDER
eUnited,Mythic,14,16,16,4,13,16,Mythic
Rugratz,Riot Squad,9,16,10,16,0,0,Riot Squad
Defusekids,Nemiga,4,16,8,16,0,0,Nemiga
BIG,Sprout,11,16,20,22,0,0,Sprout
TeamOne,RED Canids,25,28,16,7,11,16,RED Canids
Infinity,Supremacy,16,12,16,3,0,0,Infinity
Cloud9,eUnited,19,16,16,10,0,0,Cloud9
paiN,Yeah,7,16,16,14,16,7,paiN
BIG Academy,Tenerife Titans,16,10,16,9,0,0,BIG Academy
eUnited,Gen.G,16,8,16,9,0,0,eUnited
Complexity,Cloud9,14,16,14,16,0,0,Cloud9
RED Canids,W7M,12,16,16,9,16,11,RED Canids
DETONA,Yeah,23,25,14,16,0,0,Yeah
Redemption POA,paiN,2,16,14,16,0,0,paiN
Unique,MeAndTheBoys,14,16,16,8,14,16,MeAndTheBoys
Gen.G,INTZ,16,11,19,15,0,0,Gen.G
Imperial,TeamOne,14,16,2,16,0,0,TeamOne
eUnited,Chaos,16,3,16,11,0,0,eUnited
Cloud9,Triumph,16,10,16,11,0,0,Cloud9
Singularity,Complexity,6,16,5,16,0,0,Complexity
Heroic,Gambit Youngsters,16,11,16,10,0,0,Heroic
MAD Lions,Defusekids,16,7,16,12,0,0,MAD Lions
Heretics,Gambit Youngsters,16,14,14,16,23,25,Gambit Youngsters
CR4ZY,Defusekids,16,14,13,16,13,16,Defusekids
MAD Lions,SKADE,7,16,16,10,16,14,MAD Lions
Heroic,Secret,11,16,16,12,16,11,Heroic
Bren,MiTH.Maple,16,10,16,11,0,0,Bren
BOOM,GTV.Revolution,16,7,16,7,0,0,BOOM
MiTH.Maple,GTV.Revolution,9,16,16,8,16,11,MiTH.Maple
Bren,BOOM,16,7,16,10,0,0,Bren
Supremacy,Infamous,16,14,12,16,16,10,Supremacy
Loto,Infamous,10,16,8,16,0,0,Infamous
Russian Street Party,INTZ,16,12,5,16,7,16,INTZ
Gen.G,Divine,19,16,16,9,0,0,Gen.G
Chaos,New England Whalers,16,4,16,3,0,0,Chaos
Triumph,Saskatoon Warriors,16,9,16,3,0,0,Triumph
paiN,F4K3,16,11,16,4,0,0,paiN
Yeah,RUFUS,19,17,16,9,0,0,Yeah
W7M,Alma,16,5,16,10,0,0,W7M
TeamOne,UP,16,6,16,9,0,0,TeamOne
SKADE,AVEZ,8,16,16,14,16,6,SKADE
Secret,KOVA,16,12,25,22,0,0,Secret
Gambit Youngsters,Winstrike,16,11,16,10,0,0,Gambit Youngsters
Tenerife Titans,Defusekids,10,16,6,16,0,0,Defusekids
Infinity,Supremacy,16,10,16,4,0,0,Infinity
ENCE,MAD Lions,7,16,10,16,0,0,MAD Lions
Illuminar,MAD Lions,12,16,16,10,17,19,MAD Lions
ENCE,AGO,16,1,12,16,16,5,ENCE
Supremacy,Infamous,16,8,16,12,0,0,Supremacy
MAD Lions,G2,22,20,14,16,13,16,G2
Complexity,MIBR,7,16,25,28,0,0,MIBR
Infinity,Hadouken,16,8,16,1,0,0,Infinity
Heroic,AGO,3,16,16,10,5,16,AGO
FaZe,ENCE,16,10,12,16,16,12,FaZe
ARCY,Illuminar,11,16,12,16,0,0,Illuminar
G2,AGO,16,12,14,16,16,10,G2
ENCE,Illuminar,16,14,6,16,16,7,ENCE
FaZe,ARCY,16,14,16,12,0,0,FaZe
Heroic,MAD Lions,7,16,13,16,0,0,MAD Lions
Bren,TYLOO,5,16,5,16,0,0,TYLOO
MIBR,INTZ,16,13,7,16,16,10,MIBR
Complexity,Cloud9,16,8,14,16,3,16,Cloud9
INTZ,Gen.G,16,14,16,10,0,0,INTZ
Chaos,MIBR,5,16,8,16,0,0,MIBR
MAD Lions,North,16,8,16,4,0,0,MAD Lions
Hard Legion,AGO,5,16,10,16,0,0,AGO
GODSENT,HAVU,16,10,16,10,0,0,GODSENT
TYLOO,R-Stars,16,11,16,4,0,0,TYLOO
ViCi,Bren,7,16,16,12,16,10,ViCi
R-Stars,AUGUST,16,12,16,11,0,0,R-Stars
OneThree,TYLOO,8,16,12,16,0,0,TYLOO
Riot Squad,MIBR,12,16,16,13,10,16,MIBR
Complexity,Chaos,16,4,16,11,0,0,Complexity
Cloud9,INTZ,16,6,16,7,0,0,Cloud9
Gen.G,FURIA,16,13,16,9,0,0,Gen.G
MIBR,INTZ,16,4,8,16,14,16,INTZ
FURIA,Chaos,14,16,14,16,0,0,Chaos
Complexity,Gen.G,16,10,19,15,0,0,Complexity
Cloud9,Riot Squad,16,7,16,4,0,0,Cloud9
HAVU,ARCY,16,10,16,6,0,0,HAVU
Bren,TYLOO,22,18,7,16,16,11,Bren
ViCi,AUGUST,19,16,9,16,16,10,ViCi
Alpha Red,OneThree,10,16,16,13,14,16,OneThree
R-Stars,Mazaalai,16,8,16,7,0,0,R-Stars
TYLOO,Mazaalai,16,9,10,16,16,7,TYLOO
AUGUST,OneThree,16,11,8,16,16,8,AUGUST
Bren,R-Stars,19,15,7,16,16,10,Bren
ViCi,Alpha Red,16,3,16,10,0,0,ViCi
Just For Fun,Rugratz,16,5,19,16,0,0,Just For Fun
Rugratz,Singularity,14,16,19,16,16,12,Rugratz
Just For Fun,eUnited,11,16,16,10,16,9,Just For Fun
Gambit Youngsters,Phoenix,11,16,10,16,0,0,Phoenix
eUnited,Rap Gang,16,12,22,20,0,0,eUnited
Singularity,LiViD,19,16,19,15,0,0,Singularity
Divine,Just For Fun,16,10,8,16,9,16,Just For Fun
Bushido Boyz,Rap Gang,16,14,4,16,13,16,Rap Gang
Rugratz,Monstars,16,3,16,9,0,0,Rugratz
LiViD,Recon 5,13,16,16,11,16,7,LiViD
New England Whalers,Just For Fun,12,16,5,16,0,0,Just For Fun
Monstars,ex-iNTACT,16,14,16,10,0,0,Monstars
Singularity,Infinity,16,3,16,12,0,0,Singularity
Divine,OCG,16,9,16,8,0,0,Divine
eUnited,RBG,16,3,16,4,0,0,eUnited
Rugratz,Big Frames,16,4,16,7,0,0,Rugratz
Heroic,SKADE,16,13,16,7,0,0,Heroic
Phoenix,Brute,16,10,16,8,0,0,Phoenix
FATE,SKADE,16,13,12,16,11,16,SKADE
Ambush,Brute,13,16,16,12,9,16,Brute
Rocketlauncher$,Brute,16,8,7,16,14,16,Brute
Ambush,SKADE,20,22,13,16,0,0,SKADE
Brute,SKADE,10,16,14,16,0,0,SKADE
Rocketlauncher$,Ambush,16,14,7,16,8,16,Ambush
Akatsuki,SKADE,3,16,4,16,0,0,SKADE
S Nastupaushim,Bogatiri,25,28,3,16,0,0,Bogatiri
Juggernauts,Nemiga,11,16,16,11,11,16,Nemiga
GNS,Bogatiri,9,16,16,14,14,16,Bogatiri
SG.pro,S Nastupaushim,17,19,16,9,10,16,S Nastupaushim
Unique,SKADE,16,5,16,19,15,19,SKADE
Nemiga,MiTH.Maple,13,16,16,6,16,13,Nemiga
Invictus,MiTH.Maple,12,16,12,16,0,0,MiTH.Maple
Lynn Vision,In Young Ren,16,11,9,16,16,11,Lynn Vision
Aster,OneThree,16,13,7,16,16,14,Aster
SKADE,PACT,16,14,16,13,0,0,SKADE
Nemiga,Juggernauts,14,16,22,19,4,16,Juggernauts
Ambush,SKADE,17,19,16,14,9,16,SKADE
SG.pro,PACT,14,16,19,22,0,0,PACT
Juggernauts,MiTH.Maple,16,5,16,12,0,0,Juggernauts
Project X,PACT,16,2,9,16,7,16,PACT
Nemiga,Invictus,16,14,16,12,0,0,Nemiga
DreamEaters,SKADE,2,16,8,16,0,0,SKADE
Lynn Vision,Aster,6,16,16,7,9,16,Aster
OneThree,In Young Ren,19,17,16,9,0,0,OneThree
Absolute,In Young Ren,16,2,7,16,9,16,In Young Ren
Aster,D7G,19,17,16,8,0,0,Aster
SJ,SKADE,16,7,16,19,4,16,SKADE
Unique,Akatsuki,9,16,16,13,10,16,Akatsuki
SKADE,SG.pro,16,6,3,16,16,9,SKADE
Ambush,Phoenix,8,16,16,14,6,16,Phoenix
SG.pro,PACT,16,13,16,10,0,0,SG.pro
EXTREMUM,Rocketlauncher$,14,16,5,16,0,0,Rocketlauncher$
MiTH.Maple,PACT,16,14,13,16,16,14,MiTH.Maple
Project X,SKADE,5,16,13,16,0,0,SKADE
Cerberus,maslomaslo,7,16,16,9,5,16,maslomaslo
Ambush,PACT,16,12,4,16,19,22,PACT
Phoenix,SKADE,16,11,16,5,0,0,Phoenix
PACT,Unique,16,13,16,12,0,0,PACT
SJ,Ambush,7,16,4,16,0,0,Ambush
PACT,DreamEaters,16,2,16,5,0,0,PACT
Ambush,SKADE,16,12,10,16,9,16,SKADE
Invictus,NAVI Junior,16,13,16,14,0,0,Invictus
Rocketlauncher$,Brute,16,19,16,11,16,8,Rocketlauncher$
EXTREMUM,FATE,16,12,7,16,4,16,FATE
DreamEaters,NAVI Junior,12,16,8,16,0,0,NAVI Junior
Juggernauts,Invictus,16,8,12,16,16,11,Juggernauts
Project X,EXTREMUM,16,13,16,12,0,0,Project X
Brute,FATE,11,16,12,16,0,0,FATE
Rocketlauncher$,EXTREMUM,16,9,12,16,9,16,EXTREMUM
EXTREMUM,Espada,16,9,16,14,0,0,EXTREMUM
Juggernauts,DreamEaters,16,11,16,6,0,0,Juggernauts
SG.pro,Project X,16,2,16,8,0,0,SG.pro
DreamEaters,SKADE,7,16,6,16,0,0,SKADE
PACT,Ambush,16,7,13,16,14,16,Ambush
Invictus,NAVI Junior,16,8,3,16,22,19,Invictus
Espada,Project X,16,8,20,22,14,16,Project X
MiTH.Maple,Nemiga,8,16,16,14,10,16,Nemiga
Falkol,Alma,13,16,14,16,0,0,Alma
EXTREMUM,SG.pro,14,16,8,16,0,0,SG.pro
FURIA Academy,Alma,11,16,5,16,0,0,Alma
BIG,Movistar Riders,10,16,14,16,0,0,Movistar Riders
Vitality,mousesports,16,19,16,12,16,9,Vitality
G2,Spirit,16,13,16,11,0,0,G2
Winstrike,AGO,8,16,12,16,0,0,AGO
Unique,Nemiga,9,16,19,17,9,16,Nemiga
mousesports,Evil Geniuses,16,12,16,14,0,0,mousesports
eNgine,Zorka,11,16,9,16,0,0,Zorka
PACT,MiTH.Maple,8,16,16,8,3,16,MiTH.Maple
HAVU,AGO,8,16,3,16,0,0,AGO
Vitality,Heroic,16,12,16,12,0,0,Vitality
Isurus,9z,22,19,16,9,0,0,Isurus
NOORG,Rejected,13,16,10,16,0,0,Rejected
FURIA Academy,Falkol,16,9,4,16,3,16,Falkol
Santos,Alma,9,16,13,16,0,0,Alma
9z,Rejected,16,13,7,16,16,8,9z
SKADE,FATE,16,14,8,16,14,16,FATE
FURIA,Spirit,4,16,11,16,0,0,Spirit
Isurus,NOORG,16,13,16,4,0,0,Isurus
Rejected,ex-Intic,16,6,15,19,16,10,Rejected
G2,ENCE,16,13,14,16,19,17,G2
Evolve,NOORG,16,6,3,16,8,16,NOORG
ALTERNATE aTTaX,Unicorns of Love,9,16,7,16,0,0,Unicorns of Love
Movistar Riders,KPI,16,13,16,6,0,0,Movistar Riders
FATE,RADNICKI,16,7,16,14,0,0,FATE
Natus Vincere,Evil Geniuses,10,16,14,16,0,0,Evil Geniuses
Nordavind,AGO,6,16,8,16,0,0,AGO
Unicorns of Love,ad hoc,16,12,16,11,0,0,Unicorns of Love
Winstrike,HAVU,10,16,16,12,16,11,Winstrike
BIG,KPI,13,16,16,14,16,13,BIG
Heroic,forZe,16,6,16,12,0,0,Heroic
SKADE,Nexus,16,13,16,14,0,0,SKADE
BIG Academy,ad hoc,8,16,10,16,0,0,ad hoc
RED Canids,paiN,14,16,7,16,0,0,paiN
SKADE,AGO,10,16,16,11,15,19,AGO
Hard Legion,Spirit,7,16,5,16,0,0,Spirit
Movistar Riders,ENCE,13,16,8,16,0,0,ENCE
LDLC,Phoenix,9,16,7,16,0,0,Phoenix
Spirit,BIG,16,11,10,16,19,15,Spirit
Heretics,Phoenix,6,16,9,16,0,0,Phoenix
TYLOO,ENCE,13,16,10,16,0,0,ENCE
Movistar Riders,Owned,16,14,13,16,16,12,Movistar Riders
Fierce,Phoenix,12,16,16,13,9,16,Phoenix
Evil Geniuses,forZe,16,6,1,16,10,16,forZe
ARCY,Nemiga,16,6,16,12,0,0,ARCY
Hard Legion,G2,9,16,7,16,0,0,G2
Wisla Krakow,Nordavind,13,16,9,16,0,0,Nordavind
HAVU,Espada,16,4,19,16,0,0,HAVU
Natus Vincere,Heroic,9,16,16,6,16,9,Natus Vincere
FURIA,Movistar Riders,16,10,16,13,0,0,FURIA
Hard Legion,ex-Virtus.pro,16,6,16,10,0,0,Hard Legion
forZe,Virtus.pro,16,3,13,16,16,10,forZe
EHOME,Heroic,5,16,1,16,0,0,Heroic
Imperial,Redemption POA,16,4,7,16,15,19,Redemption POA
Agressive,DELIRAWOWZIK,8,16,14,16,0,0,DELIRAWOWZIK
Budapest Five,Nexus,14,16,16,13,14,16,Nexus
HAVU,SKADE,16,5,16,7,0,0,HAVU
Evil Geniuses,mousesports,11,16,4,16,0,0,mousesports
Juggernauts,FATE,3,16,12,16,0,0,FATE
Virtus.pro,mousesports,16,11,11,16,19,22,mousesports
forZe,Evil Geniuses,14,16,4,16,0,0,Evil Geniuses
Owned,Cream,16,10,14,16,16,14,Owned
Heretics,LDLC,14,16,14,16,0,0,LDLC
Vitality,Natus Vincere,4,16,16,3,16,3,Vitality
Fierce,Vexed,17,19,16,14,16,9,Fierce
Natus Vincere,Heroic,16,8,16,5,0,0,Natus Vincere
Vitality,EHOME,16,12,16,1,0,0,Vitality
Defusekids,Phoenix,8,16,11,16,0,0,Phoenix
Sprout,Movistar Riders,9,16,16,14,9,16,Movistar Riders
PACT,AGO,14,16,9,16,0,0,AGO
SJ,Nordavind,17,19,10,16,0,0,Nordavind
Winstrike,Wisla Krakow,16,12,16,4,0,0,Winstrike
mousesports,G2,19,17,1,16,16,14,mousesports
forZe,Riot Squad,16,13,16,10,0,0,forZe
paiN,DETONA,21,25,19,15,16,14,paiN
Divine,J Money Crew,12,16,16,7,16,10,Divine
G2,Virtus.pro,12,16,16,7,16,12,G2
HAVU,Riot Squad,11,16,16,14,17,19,Riot Squad
New England Whalers,J Money Crew,16,10,12,16,3,16,J Money Crew
mousesports,OG,12,16,16,5,16,12,mousesports
North,CR4ZY,16,4,13,16,16,8,North
pro100,Copenhagen Flames,10,16,16,8,16,8,pro100
forZe,INTZ,16,13,7,16,16,12,forZe
ECLOT,EXORS,16,14,16,13,0,0,ECLOT
KINGZZZ,Equinox,16,9,16,4,0,0,KINGZZZ
Chetz,Fierce,16,10,16,6,0,0,Chetz
CSGO-MDL,Divine,16,11,8,16,16,12,CSGO-MDL
CR4ZY,GODSENT,6,16,16,3,16,7,CR4ZY
Copenhagen Flames,Juggernauts,16,12,16,6,0,0,Copenhagen Flames
Vexed,Fierce,17,19,8,16,0,0,Fierce
Juggernauts,pro100,16,14,9,16,5,16,pro100
MAD Lions,North,16,10,14,16,11,16,North
Chetz,NEDS,16,6,16,14,0,0,Chetz
Syman,TYLOO,16,6,16,7,0,0,Syman
BTRG,TYLOO,8,16,9,16,0,0,TYLOO
J Money Crew,Divine,16,5,7,16,10,16,Divine
Spirit,Riot Squad,16,13,10,16,13,16,Riot Squad
CSGO-MDL,call it luck,19,16,16,6,0,0,CSGO-MDL
INTZ,ORDER,16,6,16,8,0,0,INTZ
CSGO-MDL,Third Impact,16,10,16,12,0,0,CSGO-MDL
Divine,New England Whalers,14,16,16,9,16,4,Divine
J Money Crew,Gorilla Gang,16,6,16,9,0,0,J Money Crew
ORDER,Triumph,16,11,16,14,0,0,ORDER
Rugratz,Riot Squad,10,16,11,16,0,0,Riot Squad
Universe,Brute,19,22,16,14,16,12,Universe
call it luck,Daryl's make a wish,16,3,14,16,16,3,call it luck
Illuminar,GODSENT,14,16,16,14,10,16,GODSENT
Third Impact,RBG,11,16,31,27,16,5,Third Impact
ARCY,Copenhagen Flames,6,16,16,10,14,16,Copenhagen Flames
New England Whalers,UCF Knights,25,23,16,5,0,0,New England Whalers
call it luck,Asuna's Anime Aimers,19,17,16,9,0,0,call it luck
J Money Crew,OCG,14,16,16,12,16,11,J Money Crew
CSGO-MDL,Thunder Logic,16,5,16,4,0,0,CSGO-MDL
Big Chillin,Gorilla Gang,16,11,12,16,13,16,Gorilla Gang
Astralis,Liquid,16,11,16,12,0,0,Astralis
Sprout,ALTERNATE aTTaX,16,5,16,10,0,0,Sprout
Daryl's make a wish,Arrow,16,9,16,6,0,0,Daryl's make a wish
North,Movistar Riders,16,11,16,5,0,0,North
Divine,Bad News Bandits,16,5,16,10,0,0,Divine
Isurus,DETONA,14,16,16,9,9,16,DETONA
Empire,Thunder Logic,16,9,12,16,17,19,Thunder Logic
Cyberstorm,UCF Knights,15,19,19,22,0,0,UCF Knights
pro100,Copenhagen Flames,16,10,14,16,16,14,pro100
The Home of the Grave,Asuna's Anime Aimers,16,13,12,16,5,16,Asuna's Anime Aimers
Kinship,OCG,4,16,3,16,0,0,OCG
GODSENT,Gambit Youngsters,16,14,14,16,16,14,GODSENT
AGO,Wisla Krakow,13,16,19,17,13,16,Wisla Krakow
Unicorns of Love,ALTERNATE aTTaX,8,16,9,16,0,0,ALTERNATE aTTaX
ViCi,Lynn Vision,16,4,13,16,12,16,Lynn Vision
NIP,Liquid,10,16,14,16,0,0,Liquid
ARCY,Juggernauts,11,16,8,16,0,0,Juggernauts
CLG Red,Besiktas,11,16,16,12,16,9,CLG Red
Movistar Riders,BIG,19,15,19,16,0,0,Movistar Riders
Sprout,ttc,16,9,16,5,0,0,Sprout
TYLOO,Lynn Vision,10,16,16,14,8,16,Lynn Vision
Besiktas,TYLOO fe,16,11,16,1,0,0,Besiktas
Imperial,Reapers,16,12,19,16,0,0,Imperial
Gen.G,Just For Fun,16,7,16,4,0,0,Gen.G
Chaos,eUnited,16,9,16,10,0,0,Chaos
RUFUS,paiN,10,16,14,16,0,0,paiN
FaZe,Liquid,13,16,16,12,10,16,Liquid
DETONA,RED Canids,16,11,16,8,0,0,DETONA
ViCi,TYLOO,20,22,16,10,16,10,ViCi
Sway,TYLOO fe,7,16,12,16,0,0,TYLOO fe
Lynn Vision,R-Stars,16,5,16,13,0,0,Lynn Vision
NIP,Astralis,11,16,8,16,0,0,Astralis
CLG Red,Besiktas,11,16,16,13,16,10,CLG Red
Invictus,R-Stars,12,16,16,12,14,16,R-Stars
OneThree,Lynn Vision,16,12,14,16,10,16,Lynn Vision
TYLOO,Keyd,16,13,16,8,0,0,TYLOO
Syman,BTRG,16,9,16,4,0,0,Syman
Evidence,Redemption POA,22,25,10,16,0,0,Redemption POA
Agressive,Rejected,16,8,16,14,0,0,Agressive
Sprout,Giants,6,16,16,9,19,15,Sprout
OFFSET,Movistar Riders,3,16,16,11,12,16,Movistar Riders
LDLC,Vexed,10,16,16,6,16,9,LDLC
Project X,SKADE,16,12,11,16,16,14,Project X
Liquid,Astralis,12,16,13,16,0,0,Astralis
Brute,Cream,14,16,14,16,0,0,Cream
Winstrike,PACT,16,3,16,13,0,0,Winstrike
Giants,AVEZ,1,16,5,16,0,0,AVEZ
Heretics,Defusekids,16,11,16,13,0,0,Heretics
Besiktas,TYLOO fe,19,15,16,7,0,0,Besiktas
FaZe,NIP,13,16,7,16,0,0,NIP
CLG Red,Sway,16,3,19,16,0,0,CLG Red
TYLOO,R-Stars,16,1,16,2,0,0,TYLOO
Lynn Vision,ViCi,6,16,10,16,0,0,ViCi
BTRG,Keyd,25,21,16,9,0,0,BTRG
Faint,OCG,10,16,16,6,3,16,OCG
TYLOO,Syman,1,16,14,16,0,0,Syman
Just For Fun,Riot Squad,12,16,10,16,0,0,Riot Squad
Bushido Boyz,Peeker's Advantage,16,10,16,12,0,0,Bushido Boyz
9z,Agressive,11,16,17,19,0,0,Agressive
Alma,DELIRAWOWZIK,4,16,7,16,0,0,DELIRAWOWZIK
New England Whalers,INTZ,8,16,6,16,0,0,INTZ
Nemiga,ARCY,14,16,8,16,0,0,ARCY
GamerLegion,FATE,16,13,13,16,28,26,GamerLegion
TheDice,Phoenix,13,16,14,16,0,0,Phoenix
Fierce,PRINCEADIL,10,16,16,10,16,10,Fierce
Heroic,BIG,16,13,16,10,0,0,Heroic
PACT,Wisla Krakow,10,16,7,16,0,0,Wisla Krakow
KPI,Owned,16,11,16,9,0,0,KPI
Espada,MAJESTY,16,7,16,2,0,0,Espada
SKADE,Nordavind,19,16,16,10,0,0,SKADE
BIG,Sprout,16,1,16,11,0,0,BIG
SHIFT,SuperOVD,16,12,16,13,0,0,SHIFT
DivisionX,Cataclysm,16,8,19,17,0,0,DivisionX
SuperOVD,Cataclysm,16,8,16,6,0,0,SuperOVD
iNTACT,OCG,20,22,16,13,16,14,iNTACT
Faint,Rebirth,12,16,16,11,16,8,Faint
Peeker's Advantage,Just Swing,16,11,16,7,0,0,Peeker's Advantage
DivisionX,SHIFT,8,16,8,16,0,0,SHIFT
Thunder Logic,Bushido Boyz,16,6,16,7,0,0,Thunder Logic
Falkol,DELIRAWOWZIK,13,16,16,8,13,16,DELIRAWOWZIK
zurditos,Rejected,4,16,6,16,0,0,Rejected
Wisla Krakow,Defusekids,14,16,16,14,16,13,Wisla Krakow
Alma,FURIA Academy,9,16,16,12,16,8,Alma
Vexed,Phoenix,16,10,16,10,0,0,Vexed
PACT,Unicorns of Love,16,12,14,16,7,16,Unicorns of Love
GODSENT,Spirit,13,16,16,7,8,16,Spirit
OFFSET,Defusekids,16,11,4,16,10,16,Defusekids
AGF,FATE,3,16,16,10,10,16,FATE
LDLC,TheDice,16,13,12,16,19,17,LDLC
Ambush,Wisla Krakow,13,16,9,16,0,0,Wisla Krakow
Movistar Riders,Owned,12,16,14,16,0,0,Owned
OFFSET,KPI,13,16,11,16,0,0,KPI
Virtus.pro,GamerLegion,16,7,16,3,0,0,Virtus.pro
HAVU,SJ,16,5,16,12,0,0,HAVU
EHOME,Bren,0,1,0,0,0,0,Bren
Mazaalai,D13,16,7,11,16,16,7,Mazaalai
Faint,Thunder Logic,11,16,5,16,0,0,Thunder Logic
Just Swing,iNTACT,12,16,12,16,0,0,iNTACT
Bushido Boyz,Rebirth,16,7,16,11,0,0,Bushido Boyz
PACT,AGF,14,16,16,4,16,14,PACT
Defusekids,PRINCEADIL,0,1,16,14,16,14,Defusekids
GamerLegion,Ambush,13,16,16,14,16,4,GamerLegion
Project X,Espada,16,12,14,16,16,10,Project X
Virtus.pro,OFFSET,9,16,16,10,16,9,Virtus.pro
Winstrike,PACT,16,12,5,16,22,20,Winstrike
AGF,Wisla Krakow,22,19,14,16,16,13,AGF
Unicorns of Love,Defusekids,18,22,16,12,16,7,Unicorns of Love
Ambush,FATE,16,7,9,16,16,7,Ambush
Heretics,Fierce,16,11,16,14,0,0,Heretics
SKADE,MAJESTY,16,8,16,12,0,0,SKADE
Sprout,Cream,16,6,16,11,0,0,Sprout
2K,Execution,16,12,16,7,0,0,2K
PACT,Izako Boars,10,16,16,2,16,7,PACT
GamerLegion,HAVU,10,16,16,13,12,16,HAVU
PORCHA,100PG,6,16,13,16,0,0,100PG
ECLOT,Brute,9,16,16,8,17,19,Brute
cooL,Nexus,16,19,9,16,0,0,Nexus
Illuminar,AGO,12,16,16,12,16,2,Illuminar
eXploit,OFFSET,17,19,16,8,8,16,OFFSET
Nemiga,Zorka,16,11,16,8,0,0,Nemiga
AVEZ,Izako Boars,12,16,16,12,8,16,Izako Boars
Nordavind,Heretics,19,16,16,9,0,0,Nordavind
Heroic,GamerLegion,16,13,9,16,16,10,Heroic
Universe,EXORS,16,5,19,17,0,0,Universe
Zorka,GODLIKE,17,19,16,8,16,10,Zorka
R-Stars,Lynn Vision,16,12,16,7,0,0,R-Stars
ARCY,AGO,13,16,7,16,0,0,AGO
pro100,HellRaisers,19,15,16,12,0,0,pro100
Unique,SJ,16,13,14,16,3,16,SJ
BIG,Brute,16,14,16,10,0,0,BIG
Alpha Red,OneThree,16,11,14,16,9,16,OneThree
OFFSET,Baecon,16,8,11,16,16,6,OFFSET
Giants,PACT,13,16,10,16,0,0,PACT
MC,ex-Genuine,7,16,16,14,10,16,ex-Genuine
really weird,Corvidae,16,9,9,16,16,2,really weird
Nemiga,POKAMOLODOY,16,13,16,4,0,0,Nemiga
Buckets,Legion,16,11,16,10,0,0,Buckets
Goliath,HellRaisers,6,16,8,16,0,0,HellRaisers
pro100,Yalla,16,4,16,12,0,0,pro100
MDL All-Star steel,MDL All-Star chelo,16,8,16,13,0,0,MDL All-Star steel
Astralis,mousesports,19,22,16,9,14,16,mousesports
Juggernauts,OutLawZ,16,12,16,14,0,0,Juggernauts
Chaos,LiViD,16,2,16,5,0,0,Chaos
SCIENCE,Execution,4,16,16,9,15,19,Execution
eXploit,FTW,6,16,16,5,16,13,eXploit
Sons Of Lennart,fightclub,19,16,16,12,0,0,Sons Of Lennart
PSYCHOACTIVE,OutLawZ,17,19,5,16,0,0,OutLawZ
Heroic,maquinas,16,9,13,16,16,10,Heroic
CLG Red,ANEW,16,1,16,3,0,0,CLG Red
Natus Vincere,fnatic,16,14,11,16,6,16,fnatic
2K,Constant Motion,16,7,16,14,0,0,2K
Valorix,Lilmix,16,9,16,19,12,16,Lilmix
AGO,SKADE,16,10,16,3,0,0,AGO
OutLawZ,Juggernauts,9,16,16,11,5,16,Juggernauts
GamerLegion,North,14,16,9,16,0,0,North
Illuminar,ARCY,16,7,8,16,16,12,Illuminar
dream[S]cape,NASR,19,16,9,16,15,19,NASR
srry4waht,really weird,19,16,16,13,0,0,srry4waht
Buckets,Mako,7,16,3,16,0,0,Mako
Global,ViCi,8,16,6,16,0,0,ViCi
Lilmix,fightclub,5,16,14,16,0,0,fightclub
Evil Geniuses,mousesports,6,16,19,17,0,16,mousesports
Valorix,Sons Of Lennart,6,16,13,16,0,0,Sons Of Lennart
fnatic,Liquid,16,11,16,8,0,0,fnatic
Secret,SJ,14,16,9,16,0,0,SJ
Nemiga,GODSENT,16,11,9,16,9,16,GODSENT
SKADE,Virtus.pro,16,13,15,19,16,14,SKADE
Ambush,maquinas,14,16,11,16,0,0,maquinas
Heretics,2115,14,16,19,17,16,8,Heretics
Thunder Logic,Faint,16,4,12,16,10,16,Faint
Unicorns of Love,ALTERNATE aTTaX,16,14,8,16,22,20,Unicorns of Love
Heroic,Copenhagen Flames,16,5,23,25,16,11,Heroic
Maknitude,kinetic,16,13,16,8,0,0,Maknitude
Astralis,Liquid,14,16,16,7,16,13,Astralis
Virtus.pro,Illuminar,3,16,13,16,0,0,Illuminar
ATK,mousesports,5,16,6,16,0,0,mousesports
Spirit,HAVU,16,4,16,13,0,0,Spirit
Natus Vincere,Evil Geniuses,12,16,16,5,16,11,Natus Vincere
Hard Legion,GODSENT,12,16,16,5,16,6,Hard Legion
100 Thieves,fnatic,13,16,5,16,0,0,fnatic
Renegades,mousesports,16,14,8,16,7,16,mousesports
ATK,G2,4,16,16,13,16,6,ATK
